"","Team","season","Date","GF","GA","G+/-","CF%","CP60","OFOn%","OSh%","OSv%","FO%","PDO","ZSO%"
"3701","VAN","20092010","2009-10-30",1,4,-3,55.1,115.5,68.8,3,84.6,55.8,87.6,40
"3702","TOR","20132014","2013-12-11",0,2,-2,54.9,117,85,0,90.5,50,90.5,44.7
"3703","TOR","20112012","2011-11-02",5,1,4,57.4,79.3,67.6,21.7,93.3,62.5,115.1,50
"3704","TOR","20112012","2011-10-17",2,1,1,54.9,125.4,63.2,8.3,94.7,38.3,103.1,61.8
"3705","TOR","20102011","2011-02-16",1,1,0,55.8,110,61.8,4.8,95,61.3,99.8,57.1
"3706","TOR","20092010","2010-02-08",1,3,-2,55.8,102.7,71.9,4.3,85.7,48.9,90.1,62.1
"3707","TOR","20092010","2009-12-01",3,0,3,54.5,128.2,69.8,10,100,58.7,110,44.4
"3708","TOR","20092010","2009-10-17",1,2,-1,55.4,126.8,63.6,3.6,90,31.4,93.6,61.9
"3709","TOR","20082009","2008-11-25",2,4,-2,55.6,134.2,59,8.7,83.3,57.1,92,61.5
"3710","T.B","20132014","2014-03-17",2,1,1,56.1,104.7,73.5,8,94.7,53.8,102.7,57.1
"3711","T.B","20122013","2013-02-24",2,3,-1,56.1,90.9,83.9,7.7,84.2,51.7,91.9,59.5
"3712","T.B","20112012","2012-01-10",3,3,0,56,109.1,64.9,12.5,85.7,47.1,98.2,62.1
"3713","T.B","20112012","2011-11-22",0,3,-3,56.8,100,72.4,0,82.4,55,82.4,56.5
"3714","T.B","20112012","2011-11-19",2,2,0,61.9,65.8,80,16.7,81.8,45.9,98.5,60.9
"3715","T.B","20102011","2010-11-30",1,2,-1,56,118.2,73,3.7,88.9,64.1,92.6,52.9
"3716","T.B","20102011","2010-10-21",2,1,1,56.6,97.9,71.9,8.7,94.7,45,103.4,66.7
"3717","T.B","20082009","2009-04-07",2,3,-1,57.8,93.4,82.8,8.3,81.2,58.3,89.6,90.9
"3718","STL","20142015","2015-03-21",1,5,-4,56.1,106.1,70.6,4.2,77.3,61.5,81.4,65.4
"3719","STL","20142015","2015-02-28",2,1,1,54.9,111.8,50,9.5,95,60,104.5,54.2
"3720","STL","20142015","2014-10-30",2,0,2,56.1,107.8,67.6,8,100,48.5,108,50
"3721","STL","20122013","2013-04-01",4,1,3,56.1,102.4,73.3,18.2,95.2,52.8,113.4,45.7
"3722","STL","20122013","2013-03-19",2,3,-1,55.7,107.4,80.6,6.9,82.4,52.1,89.2,43.8
"3723","STL","20112012","2011-11-23",2,1,1,55.1,125.8,86.8,6.1,96.8,37.5,102.8,65.7
"3724","STL","20112012","2011-10-16",2,3,-1,56.4,106.2,63.9,8.7,76.9,43.6,85.6,53.3
"3725","STL","20102011","2011-03-07",2,3,-1,55.8,100,81.2,7.7,84.2,38,91.9,74.1
"3726","STL","20092010","2010-01-12",2,0,2,58.1,80.8,74.1,10,100,46.7,110,48.3
"3727","STL","20092010","2009-10-17",3,0,3,56.8,109.7,63.9,13,100,43.3,113,81.2
"3728","STL","20082009","2009-02-05",0,1,-1,56.4,102.2,69.2,0,93.8,41.2,93.8,76.2
"3729","STL","20082009","2009-01-15",2,2,0,57.4,89.4,67.7,9.5,88.9,47.6,98.4,35
"3730","S.J","20142015","2015-02-17",1,4,-3,54.5,131.5,70.8,2.9,87.5,38.8,90.4,52.9
"3731","S.J","20132014","2014-04-11",4,1,3,55.6,104,64.1,16,96.4,50.8,112.4,42.1
"3732","S.J","20122013","2013-04-09",0,4,-4,55.4,107.3,64.1,0,83.3,47.2,83.3,51.6
"3733","S.J","20122013","2013-02-15",1,2,-1,56.1,109.6,78.1,4,91.7,47.1,95.7,71.4
"3734","S.J","20122013","2013-01-31",2,2,0,56.1,105.8,62.5,10,90,63.6,100,52.6
"3735","S.J","20112012","2011-12-26",2,3,-1,55.4,104.7,74.4,6.9,83.3,47.5,90.2,61.5
"3736","S.J","20112012","2011-10-14",0,1,-1,56,109.8,69.7,0,94.4,62.5,94.4,50
"3737","S.J","20102011","2010-12-29",1,4,-3,56.4,104.8,72.4,4.8,76.5,52.9,81.2,58.8
"3738","S.J","20102011","2010-12-11",1,1,0,55.1,108.1,60.5,4.3,96,41,100.3,42.5
"3739","S.J","20102011","2010-10-27",4,1,3,55.6,117.7,76.3,13.8,95.7,66.7,109.4,37.5
"3740","S.J","20092010","2010-01-21",1,1,0,57.6,102.7,44.4,8.3,92.3,63.3,100.6,38.9
"3741","S.J","20092010","2009-12-12",0,1,-1,57.1,115.5,64.3,0,95.5,51.2,95.5,58.6
"3742","S.J","20092010","2009-10-22",1,4,-3,56.2,93.7,86.1,3.2,81,39.5,84.2,66.7
"3743","S.J","20092010","2009-10-17",2,0,2,55.7,111.8,72.4,9.5,100,45,109.5,50
"3744","S.J","20082009","2009-02-15",2,3,-1,58.3,87.5,84.6,9.1,76.9,52.5,86,64
"3745","S.J","20082009","2008-12-15",0,2,-2,55.7,109.5,66.7,0,89.5,53.8,89.5,71.4
"3746","S.J","20082009","2008-11-09",0,2,-2,56.2,98.9,74.2,0,90,55.9,90,62.5
"3747","S.J","20082009","2008-10-12",1,0,1,56.6,106.8,46.9,6.7,100,53.3,106.7,50
"3748","PIT","20142015","2015-02-19",1,1,0,56.4,101.6,81.8,3.7,94.4,44.4,98.1,53.8
"3749","PIT","20142015","2014-11-08",4,1,3,56.8,97.8,72.5,13.8,93.3,33.3,107.1,41.2
"3750","PIT","20132014","2013-12-19",3,2,1,55.8,113.1,70.3,11.5,88.9,39.1,100.4,44.8
"3751","PIT","20132014","2013-11-15",3,1,2,56.8,87.9,83.9,11.5,93.8,56.4,105.3,60
"3752","PIT","20122013","2013-02-26",3,1,2,55.7,128.5,64.1,12,95.5,47.5,107.5,31.8
"3753","PIT","20112012","2011-11-21",4,0,4,56.4,110.3,82.4,14.3,100,58.7,114.3,55.2
"3754","PIT","20112012","2011-10-27",1,2,-1,56.6,99.2,72.4,4.8,84.6,63.8,89.4,48.3
"3755","PIT","20102011","2011-04-02",2,2,0,54.4,129.9,60,7.4,92.6,43.9,100,56.5
"3756","PIT","20102011","2011-03-29",2,4,-2,57.6,84,70.4,10.5,76.5,55.3,87,50
"3757","PIT","20102011","2011-03-25",0,0,0,55.8,107.4,55.9,0,100,32.1,100,46.7
"3758","PIT","20092010","2010-04-10",0,1,-1,56.6,118.5,75,0,93.8,28.1,93.8,58.8
"3759","PIT","20092010","2010-03-27",3,1,2,56.1,116.8,69.7,13,95.2,38.9,108.3,70
"3760","PIT","20092010","2009-11-10",0,2,-2,55.3,101.9,74.3,0,92.6,31.8,92.6,54.8
"3761","PIT","20092010","2009-10-20",3,1,2,55.3,116.9,78.6,9.1,94.7,42.4,103.8,44.4
"3762","PIT","20082009","2008-11-22",1,2,-1,57.4,91.4,65.4,5.9,87.5,50,93.4,62.1
"3763","PHX","20132014","2013-12-17",1,0,1,55.1,127.3,61.8,4.8,100,57.8,104.8,53.3
"3764","PHX","20102011","2011-03-01",1,2,-1,55.7,109.1,61.1,4.5,89.5,53.1,94,43.8
"3765","PHX","20092010","2010-03-30",0,3,-3,57.6,94.9,75,0,80,54.1,80,56
"3766","PHX","20092010","2009-12-19",2,2,0,57.1,103.9,84.4,7.4,88.2,57.8,95.6,63
"3767","PHX","20082009","2009-04-07",1,5,-4,56.2,102.4,70,4.8,77.3,50,82,48.3
"3768","PHX","20082009","2009-01-02",4,3,1,55.2,114.4,66.7,15.4,89.3,51.1,104.7,59.3
"3769","PHI","20142015","2014-11-26",1,3,-2,57.1,86.9,66.7,4.5,83.3,56.6,87.9,63.3
"3770","PHI","20132014","2014-04-13",3,4,-1,55.2,118.2,73.2,10,84.6,44.7,94.6,57.1
"3771","PHI","20132014","2013-11-29",1,1,0,55.8,134.3,69.7,4.3,95,58.3,99.3,54.2
"3772","PHI","20132014","2013-10-26",3,1,2,54.8,130.5,63.6,10.7,96,55.6,106.7,59.3
"3773","PHI","20112012","2011-11-21",0,2,-2,56.1,102.9,70.6,0,90.9,42.3,90.9,51.4
"3774","PHI","20102011","2011-03-03",2,2,0,56.4,118.4,71.9,8.7,90.5,48.7,99.2,62.5
"3775","PHI","20102011","2010-10-30",4,0,4,56.9,114.6,55.2,25,100,56.1,125,51.9
"3776","PHI","20092010","2009-11-16",2,0,2,54.8,131.6,75,6.1,100,53.2,106.1,44.4
"3777","PHI","20092010","2009-10-22",3,2,1,54.6,122.3,68.9,9.7,90.9,53.7,100.6,54.2
"3778","OTT","20132014","2014-03-18",3,6,-3,54.2,142.3,77.1,8.1,81.2,62.5,89.4,60
"3779","OTT","20132014","2014-01-21",1,0,1,56.4,111.2,58.8,5,100,44.4,105,48
"3780","OTT","20132014","2013-12-28",3,3,0,55.4,115.7,71.4,12,87,46.8,99,50
"3781","OTT","20122013","2013-03-19",4,2,2,57.1,90.6,66.7,22.2,90,39.5,112.2,55
"3782","OTT","20122013","2013-02-16",0,2,-2,55.3,117.2,70.3,0,91.3,54.3,91.3,58.3
"3783","OTT","20122013","2013-02-01",0,1,-1,55.7,121,72.2,0,96,44.9,96,48.4
"3784","OTT","20112012","2012-04-03",0,1,-1,56.6,104.9,81.2,0,95.7,47.6,95.7,59.4
"3785","OTT","20112012","2012-02-20",3,0,3,56.8,98.9,71.9,13,100,63.6,113,40
"3786","OTT","20112012","2012-02-09",2,1,1,55.8,120.7,64.3,11.1,94.4,50,105.6,54.2
"3787","OTT","20112012","2012-02-03",0,1,-1,54.9,117.7,65.6,0,96.3,54.3,96.3,48.3
"3788","OTT","20112012","2012-01-24",2,3,-1,55.1,118.7,69,6.9,86.4,54.8,93.3,63
"3789","OTT","20102011","2011-03-13",3,5,-2,55.2,110.1,81.1,10,82.8,43.4,92.8,61.8
"3790","OTT","20102011","2010-11-11",1,5,-4,55.4,116.4,70,3.6,82.8,30.4,86.3,64
"3791","OTT","20092010","2009-12-31",2,1,1,56.6,102.7,89.3,8,95.2,43.6,103.2,58.6
"3792","OTT","20092010","2009-12-21",0,2,-2,54.9,117,70,0,91.7,38.8,91.7,58.1
"3793","OTT","20092010","2009-12-12",1,1,0,56,99.6,73.7,3.6,95.2,57.1,98.8,43.5
"3794","OTT","20092010","2009-11-05",1,0,1,57.4,104.3,69.2,5.6,100,42.9,105.6,64.7
"3795","OTT","20082009","2009-01-10",0,2,-2,56.1,102.6,65.8,0,92.3,55,92.3,30.4
"3796","OTT","20082009","2008-10-22",0,3,-3,56.8,104.5,72.2,0,82.4,51.6,82.4,56.5
"3797","NYR","20142015","2015-03-26",5,1,4,55.7,109.2,76.3,17.2,94.7,49,112,38.7
"3798","NYR","20132014","2014-03-01",1,3,-2,55,140.2,63.2,4.2,85.7,40,89.9,48.1
"3799","NYR","20132014","2014-01-03",2,4,-2,56,105.9,65.7,8.7,83.3,52,92,46.9
"3800","NYR","20112012","2012-04-07",1,3,-2,57.4,87,78.1,4,81.2,52.5,85.2,55
"3801","NYR","20112012","2012-03-11",1,2,-1,57.4,95.2,66.7,4.5,87.5,48.6,92,33.3
"3802","NYR","20102011","2011-03-22",1,0,1,55.7,93.4,88.9,3.1,100,37.5,103.1,57.6
"3803","NYR","20102011","2011-02-07",2,3,-1,54.5,138.6,79.2,4.8,90.6,45.8,95.4,58.6
"3804","NYR","20102011","2011-01-22",2,2,0,56.2,93.5,86.2,8,88.9,37.8,96.9,54.8
"3805","NYR","20102011","2011-01-01",0,1,-1,55.6,109.4,77.1,0,96,46.3,96,68.6
"3806","NYR","20082009","2009-03-12",3,1,2,56.8,111.7,72.7,12.5,93.3,52.6,105.8,57.7
"3807","NYR","20082009","2009-02-28",5,1,4,56,108.9,57.9,22.7,95,46.7,117.7,51.7
"3808","NYR","20082009","2009-02-11",4,4,0,56.1,104.9,60,19,83.3,44.2,102.4,52.2
"3809","NYR","20082009","2008-12-16",2,1,1,57.4,84.5,78.1,8,93.8,51.7,101.8,75
"3810","NYR","20082009","2008-12-10",1,2,-1,55.8,107.9,81.1,3.3,91.3,51.2,94.6,57.7
"3811","NYR","20082009","2008-10-27",2,1,1,56.2,121.3,78.1,8,94.4,46.3,102.4,51.9
"3812","NYI","20142015","2015-03-24",1,1,0,54.1,130.7,73.9,2.9,96.3,66.7,99.2,60.6
"3813","NYI","20142015","2015-01-31",0,2,-2,58.1,79.3,59.3,0,84.6,56.1,84.6,60.9
"3814","NYI","20142015","2015-01-06",2,3,-1,56,103.7,68,11.8,82.4,63.4,94.1,60.7
"3815","NYI","20142015","2014-11-21",4,4,0,54.5,116.3,67.4,12.9,85.2,51.2,98.1,56
"3816","NYI","20132014","2014-04-05",2,3,-1,55.6,117.2,71.1,7.4,85,48.8,92.4,64
"3817","NYI","20132014","2013-11-19",2,4,-2,54.8,118.6,75.6,6.5,81,44.3,87.4,44.7
"3818","NYI","20132014","2013-11-16",3,2,1,56.4,93,80.6,12,90,52.5,102,70.8
"3819","NYI","20122013","2013-02-23",3,0,3,55.8,112.8,69.2,11.1,100,55.3,111.1,43.5
"3820","NYI","20112012","2011-12-29",2,1,1,54.2,132.6,64.6,6.5,96.6,47.5,103,64.3
"3821","NYI","20102011","2011-03-31",6,2,4,55.6,126.1,82.1,18.8,88.9,40.9,107.6,57.6
"3822","NYI","20092010","2010-04-03",4,1,3,56,105.5,75.7,14.3,94.4,53.8,108.7,54.5
"3823","NYI","20092010","2010-03-25",3,2,1,56.9,96.1,70.4,15.8,87.5,34.3,103.3,50
"3824","NYI","20082009","2009-02-26",3,1,2,56.2,131.1,78.6,13.6,94.7,44.4,108.4,41.7
"3825","NSH","20142015","2015-02-03",2,3,-1,56,111,75.8,8,87,57.6,95,50
"3826","NSH","20142015","2014-11-13",2,3,-1,56.4,96.1,72.4,9.5,85.7,42.2,95.2,56.1
"3827","NSH","20132014","2014-04-08",2,2,0,54.6,115.4,68.3,7.1,91.3,51,98.4,43.3
"3828","NSH","20132014","2014-01-26",1,3,-2,55,122.6,76.9,3.3,85.7,44.9,89,59.5
"3829","NSH","20122013","2013-03-17",0,1,-1,56.6,94.2,62.9,0,94.1,47.5,94.1,44.4
"3830","NSH","20122013","2013-02-14",2,0,2,55.7,104.8,79.4,7.4,100,34.3,107.4,48
"3831","NSH","20112012","2012-01-31",5,3,2,55.1,106.4,71.8,17.9,85.7,46,103.6,57.9
"3832","NSH","20102011","2010-11-20",1,1,0,56.2,102.5,54.1,5,95,57.7,100,55.3
"3833","NSH","20092010","2010-03-02",3,3,0,55.6,101.9,65.8,12,87,59.6,99,46.2
"3834","NSH","20092010","2010-01-22",0,0,0,59.3,93.2,69.6,0,100,29.2,100,41.2
"3835","NSH","20092010","2009-11-21",0,2,-2,55.8,116.2,75.7,0,89.5,54.3,89.5,65.5
"3836","NSH","20082009","2009-03-16",3,2,1,55.8,112.2,63.4,11.5,91.3,50,102.8,50
"3837","N.J","20142015","2015-01-06",2,0,2,56.2,89.1,73.3,9.1,100,54.5,109.1,58.6
"3838","N.J","20142015","2014-11-01",1,1,0,58.6,81.5,87.5,4.8,95.2,53.8,100,54.5
"3839","N.J","20142015","2014-10-16",2,5,-3,56.2,108,71,9.1,77.3,53.1,86.4,41.9
"3840","N.J","20132014","2014-03-20",1,2,-1,61.4,68.2,73.9,5.9,83.3,68.6,89.2,66.7
"3841","N.J","20132014","2014-02-08",0,1,-1,55.4,117.5,57.6,0,94.7,46.5,94.7,50
"3842","N.J","20122013","2013-04-27",0,3,-3,57.6,92.3,57.1,0,83.3,58.6,83.3,29.4
"3843","N.J","20122013","2013-03-02",2,2,0,57.4,97.8,66.7,11.1,88.2,38.2,99.3,52.5
"3844","N.J","20122013","2013-01-31",4,2,2,57.8,82.4,78.6,18.2,88.9,41,107.1,55
"3845","N.J","20112012","2012-03-04",0,1,-1,56,105.3,80.8,0,91.7,56.2,91.7,69.6
"3846","N.J","20112012","2011-10-15",1,1,0,56.8,97.5,82.9,3.4,94.7,37.8,98.2,61.1
"3847","N.J","20102011","2011-04-10",3,2,1,56.1,92.3,73,11.1,90.9,42.5,102,42.3
"3848","N.J","20102011","2011-03-06",1,1,0,56.1,92.2,78.8,3.8,93.8,56.8,97.6,34.8
"3849","N.J","20092010","2010-04-11",1,1,0,57.6,81,77.8,3.6,94.7,42.9,98.3,50
"3850","N.J","20082009","2009-02-17",0,3,-3,56.2,110.9,86.2,0,83.3,56.1,83.3,43.5
"3851","N.J","20082009","2008-12-23",0,1,-1,58.1,78.6,73.3,0,93.8,51.4,93.8,68
"3852","MTL","20142015","2015-04-11",3,3,0,55.7,115.1,58.8,15,82.4,42.6,97.4,62.5
"3853","MTL","20142015","2015-02-14",0,1,-1,56.2,115.1,71,0,94.7,44.4,94.7,46.2
"3854","MTL","20132014","2014-02-04",1,0,1,54.5,119.5,63.4,3.8,100,47.1,103.8,45.5
"3855","MTL","20122013","2013-04-15",1,5,-4,58.6,108.4,59.3,6.2,70.6,42.4,76.8,66.7
"3856","MTL","20122013","2013-02-27",3,2,1,54.5,125.2,72.1,9.7,90,55.6,99.7,58.1
"3857","MTL","20112012","2012-02-28",1,2,-1,56,114,61.3,5.3,90,51.1,95.3,51.6
"3858","MTL","20112012","2012-02-15",2,1,1,57.1,101.4,86.4,10.5,94.4,48.1,105,68.8
"3859","MTL","20102011","2011-03-10",1,3,-2,55.4,116.8,66.7,4.2,85.7,50,89.9,53.8
"3860","MTL","20092010","2009-10-28",0,3,-3,56.1,110.3,57.6,0,87,62.2,87,50
"3861","MTL","20082009","2009-01-29",0,2,-2,55.7,100.6,72.5,0,93.3,57.8,93.3,50
"3862","MIN","20142015","2015-03-03",2,2,0,55.8,113.4,78.4,6.9,90,54.3,96.9,46.9
"3863","MIN","20132014","2014-03-11",2,3,-1,57.4,84,62.5,10,83.3,56.9,93.3,54.2
"3864","MIN","20112012","2012-03-22",1,0,1,56.4,110.4,62.5,5,100,50,105,27.6
"3865","MIN","20102011","2011-03-14",2,1,1,56.4,97.3,73.5,8,93.8,57.1,101.8,60
"3866","MIN","20092010","2010-02-10",1,3,-2,55.4,107.5,70,3.6,88.9,42.2,92.5,41.4
"3867","MIN","20092010","2009-12-15",2,1,1,56,90.7,62.2,8.7,95.5,57.1,104.2,59.1
"3868","MIN","20092010","2009-11-12",2,1,1,57.4,92.3,70,9.5,93.8,54.3,103.3,61.1
"3869","MIN","20082009","2009-03-17",2,2,0,55.6,103.9,74.2,8.7,90.9,48.9,99.6,55.6
"3870","MIN","20082009","2008-12-11",1,3,-2,56.8,113,64.5,5,85.7,48.8,90.7,40
"3871","MIN","20082009","2008-11-18",1,1,0,55.3,112.2,71,4.5,95,47.7,99.5,40.6
"3872","L.A","20142015","2015-02-21",2,1,1,55,121.2,61.4,7.4,95.8,51.9,103.2,52.9
"3873","L.A","20142015","2014-10-12",4,1,3,56,104,71.8,14.3,95.8,50,110.1,42.3
"3874","L.A","20122013","2013-03-25",4,4,0,56.9,91.5,86.1,12.9,80,46.9,92.9,56.8
"3875","L.A","20122013","2013-01-24",1,0,1,58.6,114.9,70.8,5.9,100,51.6,105.9,61.9
"3876","L.A","20112012","2011-12-29",0,0,0,55.6,114.6,69,0,100,60,100,32
"3877","L.A","20112012","2011-11-07",0,3,-3,56.4,118.8,75,0,85.7,65.1,85.7,56
"3878","L.A","20112012","2011-11-03",0,3,-3,56.2,100,59.3,0,85,62.5,85,51.9
"3879","L.A","20082009","2008-10-24",4,0,4,56.8,96.9,71,18.2,100,57.1,118.2,76.9
"3880","FLA","20142015","2015-03-28",1,1,0,56,95.8,75,4.8,94.1,54.7,98.9,50
"3881","FLA","20132014","2014-03-11",0,2,-2,56.2,105.1,66.7,0,91.3,54.9,91.3,48.6
"3882","FLA","20132014","2014-03-02",4,2,2,56.4,110.7,76.5,15.4,90.9,63,106.3,52
"3883","FLA","20132014","2014-02-01",1,4,-3,55.2,111.8,69.2,3.7,84.6,41.5,88.3,52
"3884","FLA","20122013","2013-04-16",1,3,-2,55.4,119.2,57.6,5.3,87.5,51.1,92.8,46.2
"3885","FLA","20102011","2011-03-15",2,3,-1,56.2,109.2,62.1,11.1,88,55.8,99.1,42.9
"3886","FLA","20102011","2011-02-18",2,4,-2,56.6,97.4,67.6,8.7,84.6,62,93.3,51.7
"3887","FLA","20102011","2010-12-22",2,4,-2,55.4,122.8,69,6.9,83.3,51.2,90.2,48.3
"3888","FLA","20102011","2010-10-28",2,4,-2,55.3,107.8,69.2,7.4,83.3,38.2,90.7,57.1
"3889","FLA","20082009","2009-02-10",4,3,1,55.2,120.8,65.9,14.8,90.9,44.7,105.7,36
"3890","FLA","20082009","2008-11-08",1,4,-3,54.6,147.9,70.6,4.2,85.2,44.7,89.4,44.1
"3891","EDM","20142015","2015-04-04",0,3,-3,54.1,122.4,55.1,0,89.3,54.4,89.3,60
"3892","EDM","20142015","2014-12-12",1,2,-1,57.6,81.3,73.1,5.3,85.7,55.1,91,60.6
"3893","EDM","20142015","2014-11-09",2,1,1,56,98.5,81.8,7.4,94.1,50.9,101.5,51.3
"3894","EDM","20112012","2012-03-05",1,3,-2,55,110.1,83.3,2.9,88.5,51,91.3,62.5
"3895","EDM","20112012","2012-01-21",2,4,-2,56.8,94.3,80,10,66.7,59.4,76.7,70.6
"3896","EDM","20092010","2010-03-05",1,1,0,55.8,105.9,56.8,4.8,93.8,35.6,98.5,60.7
"3897","EDM","20082009","2009-04-02",0,1,-1,57.8,85.4,56.7,0,93.3,48.5,93.3,57.9
"3898","EDM","20082009","2009-02-24",4,2,2,56.6,112.7,78.8,15.4,90.5,45.2,105.9,69.2
"3899","EDM","20082009","2008-11-30",2,2,0,56.4,97.1,69.7,8.7,88.2,54.1,96.9,40
"3900","DET","20142015","2015-03-28",3,0,3,57.8,91.2,56.7,17.6,100,41.7,117.6,73.9
"3901","DET","20142015","2015-03-19",1,3,-2,56.1,102.3,61.5,4.2,88,53.1,92.2,62.5
"3902","DET","20142015","2015-01-15",1,0,1,56.9,99.5,68,5.9,100,55.1,105.9,38.2
"3903","DET","20142015","2015-01-07",2,1,1,56.4,99.3,61.3,10.5,95.2,43.2,105.8,61.3
"3904","DET","20132014","2014-03-27",4,4,0,56.8,93.4,72.7,16.7,81,58,97.6,60.7
"3905","DET","20132014","2014-03-14",1,1,0,56.1,103.7,48.6,5.9,94.7,50,100.6,53.8
"3906","DET","20132014","2014-01-26",3,3,0,57.4,91.2,75,14.3,88.5,52.2,102.7,63.3
"3907","DET","20112012","2011-11-30",3,1,2,58.1,86.4,79.2,15.8,93.3,66,109.1,40
"3908","DET","20112012","2011-10-25",1,2,-1,56.8,110.8,82.8,4.2,90.9,42.1,95.1,77.8
"3909","DET","20082009","2009-04-02",3,4,-1,55,141.3,67.5,11.1,84,58.5,95.1,58.3
"3910","DET","20082009","2009-01-29",1,1,0,59.6,71.6,68,5.9,93.3,57.1,99.2,66.7
"3911","DET","20082009","2008-10-25",3,3,0,57.8,92.7,90.3,10.7,86.4,46.2,97.1,40.6
"3912","DAL","20142015","2015-01-06",2,3,-1,57.8,100.6,61.5,12.5,78.6,54.3,91.1,55.6
"3913","DAL","20142015","2014-10-31",1,0,1,57.8,95.8,65.4,5.9,100,43.5,105.9,69
"3914","DAL","20132014","2014-03-04",1,3,-2,57.6,82.7,74.1,5,80,44,85,67.9
"3915","DAL","20132014","2013-12-01",1,2,-1,55.7,132.2,94.3,3,88.9,45.5,91.9,75
"3916","DAL","20132014","2013-10-03",1,3,-2,55.4,120.1,75.8,4,89.3,50.8,93.3,60.5
"3917","DAL","20122013","2013-02-21",3,2,1,56.8,102.5,71.4,15,88.9,45.5,103.9,60
"3918","DAL","20102011","2011-02-22",0,0,0,57.6,90.8,61.5,0,100,51.5,100,42.9
"3919","DAL","20102011","2010-10-26",1,3,-2,56.9,97.1,77.4,4.2,81.2,54.1,85.4,62.5
"3920","DAL","20082009","2009-03-26",0,0,0,58.9,81.5,57.7,0,100,41.9,100,64.7
"3921","DAL","20082009","2009-02-05",2,2,0,55.8,111.2,58.8,10,87.5,34.4,97.5,52.4
"3922","DAL","20082009","2008-11-22",1,0,1,57.8,96.4,57.6,5.3,100,54.2,105.3,50
"3923","COL","20142015","2015-03-25",2,3,-1,54.4,133.1,74.5,5.7,90,41.1,95.7,51.5
"3924","COL","20132014","2013-12-16",6,1,5,55.3,134.1,78.6,18.2,95.5,54.1,113.6,61.9
"3925","COL","20122013","2013-04-08",1,2,-1,56,120.7,85.7,3.3,91.3,52.6,94.6,75
"3926","COL","20122013","2013-03-10",1,2,-1,55.7,116,75,3.3,90.9,43.6,94.2,55.3
"3927","COL","20122013","2013-02-28",5,3,2,55.8,123.5,79.4,18.5,83.3,55.6,101.9,63.3
"3928","COL","20102011","2011-04-10",2,1,1,56.6,87.6,54.8,11.8,94.7,72.2,106.5,47.6
"3929","COL","20082009","2009-01-21",3,2,1,55.4,131.8,74.4,10.3,91.3,44.4,101.6,58.8
"3930","CHI","20142015","2015-03-30",3,1,2,55.1,106.9,78.6,9.1,96.6,42.4,105.6,52.4
"3931","CHI","20142015","2014-11-20",3,1,2,56.8,100.3,72.4,14.3,90.9,50,105.2,51.9
"3932","CHI","20132014","2014-04-04",3,2,1,55.8,98.9,82.1,9.4,89.5,52,98.8,69
"3933","CHI","20132014","2013-12-06",1,1,0,56.2,92.8,56.7,5.9,95,45.8,100.9,53.1
"3934","CHI","20132014","2013-10-22",1,2,-1,54.6,116.6,73.5,4,89.5,51.9,93.5,53.6
"3935","CHI","20112012","2012-01-12",2,2,0,56.4,88.8,80,8.3,90.5,44.2,98.8,69.2
"3936","CHI","20112012","2011-10-25",2,1,1,56.4,104,69.4,8,95,52.8,103,53.8
"3937","CHI","20102011","2011-04-05",1,1,0,54.6,139.2,67.5,3.7,95.8,60.5,99.5,48.1
"3938","CHI","20102011","2011-03-29",0,3,-3,54.4,122.1,62.2,0,90.9,48.3,90.9,61.5
"3939","CHI","20102011","2011-03-20",0,1,-1,55.2,107.4,67.6,0,95.5,47.9,95.5,53.6
"3940","CHI","20092010","2010-04-11",1,2,-1,56.2,95.9,65.7,4.3,87.5,61.1,91.8,57.9
"3941","CHI","20092010","2010-01-16",4,5,-1,56.1,105.4,77.1,14.8,78.3,46.8,93.1,56
"3942","CHI","20092010","2009-12-31",4,1,3,55.1,119,77.8,14.3,95.8,51.2,110.1,51.9
"3943","CHI","20092010","2009-11-15",3,2,1,56.6,94,68.6,12.5,88.2,45.5,100.7,41.2
"3944","CHI","20092010","2009-10-26",2,0,2,57.4,104.1,86.7,7.7,100,37.5,107.7,62.5
"3945","CHI","20082009","2009-01-17",0,0,0,57.4,87.9,61.5,0,100,47.2,100,47.1
"3946","CGY","20132014","2013-12-27",0,1,-1,56.4,98,71.9,0,95.8,54.3,95.8,63.6
"3947","CGY","20122013","2013-01-20",0,2,-2,55.4,116.8,69.2,0,90.9,38.2,90.9,61
"3948","CGY","20112012","2012-03-16",1,3,-2,56.8,100.7,56.7,5.9,81.2,50,87.1,69.6
"3949","CGY","20102011","2011-02-11",4,2,2,55.1,108.8,56.7,23.5,91.7,47.4,115.2,48
"3950","CGY","20102011","2010-12-31",3,0,3,57.1,88.2,66.7,15,100,53.3,115,57.1
"3951","CGY","20102011","2010-12-23",0,1,-1,57.1,85.5,72.7,0,90,56.4,90,47.4
"3952","CGY","20092010","2010-01-30",4,0,4,55.8,113.2,64.9,16.7,100,47.5,116.7,45.8
"3953","CGY","20082009","2008-12-31",2,3,-1,56.1,112.3,71.9,8.7,87,56.5,95.7,55.6
"3954","CGY","20082009","2008-11-20",1,0,1,57.4,97.6,72.4,4.8,100,62.5,104.8,42.9
"3955","CBJ","20142015","2014-11-11",2,3,-1,56.1,114.2,69,10,83.3,43.2,93.3,53.6
"3956","CBJ","20122013","2013-03-28",4,5,-1,55.3,108.7,78.9,13.3,77.3,54.5,90.6,53.3
